"","FECHA","TIENDA","CODPROD","DESCRIPCION","MEDIDA","UNI","VENTA","PRECIOUNITARIO","ACABADO","dia"
"189",2018-10-04,"Z12 TIENDA ZONA 12","02501","ANGULAR 1 x 1 x  0.045","21",1,48.21,48.21,"AN","jue\."
"190",2018-10-04,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",22,481.25,21.875,"AN","jue\."
"191",2018-10-04,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",4,78.57,19.6425,"AN","jue\."
"192",2018-10-04,"Z12 TIENDA ZONA 12","03055","UNION PLANA NT","21",10,451.79,45.179,"BR","jue\."
"193",2018-10-04,"Z12 TIENDA ZONA 12","033536","CEDAZO CORREDISO S/3600","20",12,862.5,71.875,"BR","jue\."
"194",2018-10-04,"Z12 TIENDA ZONA 12","03517","ANGULAR 1/2 x 3/8 x 1/16","21",5,111.61,22.322,"BR","jue\."
"195",2018-10-04,"Z12 TIENDA ZONA 12","04136","FIJO PW","21",1,90.18,90.18,"NE","jue\."
"196",2018-10-04,"Z12 TIENDA ZONA 12","04421","TUBO 1-3/4  x 1 x 0.046","21",1,109.82,109.82,"NE","jue\."
"197",2018-10-04,"Z12 TIENDA ZONA 12","04422","TUBO 1-3/4 x 1-3/4 x 0.046","21",4,552.5,138.125,"NE","jue\."
"198",2018-10-04,"Z12 TIENDA ZONA 12","04428","BATIENTE PARA TUBO TRIANGULAR","21",1,34.02,34.02,"NE","jue\."
"199",2018-10-04,"Z12 TIENDA ZONA 12","04429","TUBO 1-3/4 x 1-3/4 C/1 PEST","21",1,249.91,249.91,"NE","jue\."
"200",2018-10-04,"Z12 TIENDA ZONA 12","06007","ZARANDA LIVIANA","21",4,118.21,29.5525,"BL","jue\."
"201",2018-10-04,"Z12 TIENDA ZONA 12","06366","JAMBA HOJA VC-2000","21",1,97.7,97.7,"BL","jue\."
"202",2018-10-04,"Z12 TIENDA ZONA 12","06369","JAMBA INTERMEDIA VC-2000","21",1,126.31,126.31,"BL","jue\."
"203",2018-10-04,"Z12 TIENDA ZONA 12","06373","GUIA CEDAZO VC-2000","21",2,142.68,71.34,"BL","jue\."
"204",2018-10-04,"Z12 TIENDA ZONA 12","06390","MARCO SUP/INF HOJA VC-1500","21",1,83.85,83.85,"BL","jue\."
"205",2018-10-04,"Z12 TIENDA ZONA 12","1","GASTO ADMINISTRATIVO CHEQ RECHAZADO","01",3,230.94,76.98,NA,"jue\."
"206",2018-10-04,"Z12 TIENDA ZONA 12","12-11396-P2-17","CIERRE S/TORNILLO MAS U<d1>ERO CON LLAVE S/70 NEGRO","01",1,111.61,111.61,NA,"jue\."
"207",2018-10-04,"Z12 TIENDA ZONA 12","12-1410-80","CIERRE DE PRESION BLANCO S/1400/6000/EP50","01",1,38.39,38.39,NA,"jue\."
"208",2018-10-04,"Z12 TIENDA ZONA 12","12-1512-7","GOMA BASE RIGIDA S/1400","01",321,1143.75,3.56308411214953,NA,"jue\."
"209",2018-10-05,"Z12 TIENDA ZONA 12","01502","ANGULAR 2 x 2 x 1/8","21",2,355.36,177.68,"MF","vie\."
"210",2018-10-05,"Z12 TIENDA ZONA 12","02008","ZARANDA ESTANDAR","21",3,100.89,33.63,"AN","vie\."
"211",2018-10-05,"Z12 TIENDA ZONA 12","02204","BATIENTE PROY. 3831 ML  REDONDO","21",2,79.45,39.725,"AN","vie\."
"212",2018-10-05,"Z12 TIENDA ZONA 12","02206","MARCO FIJO PROYECT. 3831 ML","21",2,146.45,73.225,"AN","vie\."
"213",2018-10-05,"Z12 TIENDA ZONA 12","02207","MARCO VENTILA PROYECT. 3831 ML","21",2,212.5,106.25,"AN","vie\."
"214",2018-10-05,"Z12 TIENDA ZONA 12","02330","JAMBA HOJA CORREDIZA","21",1,166.61,166.61,"AN","vie\."
"215",2018-10-05,"Z12 TIENDA ZONA 12","02332","CABEZAL HOJA CORREDIZA","21",1,174.46,174.46,"AN","vie\."
"216",2018-10-05,"Z12 TIENDA ZONA 12","02366","JAMBA HOJA VC-2000","21",3,251.2,83.7333333333333,"AN","vie\."
"217",2018-10-05,"Z12 TIENDA ZONA 12","02367","RIEL SUPERIOR VC-2000","10.5",1,62.95,62.95,"AN","vie\."
"218",2018-10-05,"Z12 TIENDA ZONA 12","02369","JAMBA INTERMEDIA VC-2000","21",2,214.43,107.215,"AN","vie\."
"219",2018-10-05,"Z12 TIENDA ZONA 12","02390","MARCO SUP/INF HOJA VC-1500","21",2,150.89,75.445,"AN","vie\."
"220",2018-10-05,"Z12 TIENDA ZONA 12","02394","RS/JAMBA MACRCO VC-1500","21",1,126.52,126.52,"AN","vie\."
"221",2018-10-05,"Z12 TIENDA ZONA 12","02400","TUBO 1 x 1 x 0.045","21",1,60.71,60.71,"AN","vie\."
"222",2018-10-05,"Z12 TIENDA ZONA 12","02007","ZARANDA LIVIANA","21",1,26.79,26.79,"AN","vie\."
"223",2018-10-05,"Z12 TIENDA ZONA 12","02438","TUBO VITRINA 1","21",2,120.36,60.18,"AN","vie\."
"224",2018-10-05,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",20,446.43,22.3215,"AN","vie\."
"225",2018-10-05,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",1,19.64,19.64,"AN","vie\."
"226",2018-10-05,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",1,98.21,98.21,"AN","vie\."
"227",2018-10-05,"Z12 TIENDA ZONA 12","03190","FIJO CON VENA NT","21",1,82.23,82.23,"BR","vie\."
"228",2018-10-05,"Z12 TIENDA ZONA 12","03195","BATIENTE LIVIANO NT","21",2,91.79,45.895,"BR","vie\."
"229",2018-10-05,"Z12 TIENDA ZONA 12","03192","FIJO SIN VENA NT","21",1,66.16,66.16,"BR","vie\."
"230",2018-10-05,"Z12 TIENDA ZONA 12","04189","FIJO CON VENA LIVIANO","21",2,180.36,90.18,"NE","vie\."
"231",2018-10-05,"Z12 TIENDA ZONA 12","04190","FIJO CON VENA NT","21",1,82.23,82.23,"NE","vie\."
"232",2018-10-05,"Z12 TIENDA ZONA 12","04195","BATIENTE LIVIANO NT","21",11,524.91,47.7190909090909,"NE","vie\."
"233",2018-10-05,"Z12 TIENDA ZONA 12","04327","JAMBA MARCO POCKET","21",1,124.02,124.02,"NE","vie\."
"234",2018-10-05,"Z12 TIENDA ZONA 12","04328","JAMBA INTERMEDIA CORREDIZA","21",1,189.64,189.64,"NE","vie\."
"235",2018-10-05,"Z12 TIENDA ZONA 12","04191","FIJO SIN VENA LIVIANO","21",4,292.5,73.125,"NE","vie\."
"236",2018-10-05,"Z12 TIENDA ZONA 12","04330","JAMBA HOJA CORREDIZA","21",1,196.34,196.34,"NE","vie\."
"237",2018-10-05,"Z12 TIENDA ZONA 12","04331","TOPE F STEEL CORREDIZA","21",1,228.04,228.04,"NE","vie\."
"238",2018-10-05,"Z12 TIENDA ZONA 12","04332","CABEZAL HOJA CORREDIZA","21",1,205.54,205.54,"NE","vie\."
"239",2018-10-05,"Z12 TIENDA ZONA 12","04336","RIEL INFERIOR POCKET CORREDIZA","21",1,121.88,121.88,"NE","vie\."
"240",2018-10-05,"Z12 TIENDA ZONA 12","04337","RIEL SUPERIOR POCKET CORREDIZA","21",1,179.02,179.02,"NE","vie\."
"241",2018-10-05,"Z12 TIENDA ZONA 12","04366","JAMBA HOJA VC-2000","21",1,100,100,"NE","vie\."
"242",2018-10-05,"Z12 TIENDA ZONA 12","04394","RS/JAMBA MARCO VC-1500","21",1,149.11,149.11,"NE","vie\."
"243",2018-10-05,"Z12 TIENDA ZONA 12","04422","TUBO 1-3/4 x 1-3/4 x 0.046","21",1,145.54,145.54,"NE","vie\."
"244",2018-10-05,"Z12 TIENDA ZONA 12","04329","SILLAR HOJA CORREDIZA","21",1,181.79,181.79,"NE","vie\."
"245",2018-10-05,"Z12 TIENDA ZONA 12","06367","RIEL SUPERIOR VC-2000","21",1,155.36,155.36,"BL","vie\."
"246",2018-10-05,"Z12 TIENDA ZONA 12","06400","TUBO 1 x 1 x 0.045","21",1,75.89,75.89,"BL","vie\."
"247",2018-10-05,"Z12 TIENDA ZONA 12","06421","TUBO 1-3/4 x 1 x 0.046","21",3,339.11,113.036666666667,"BL","vie\."
"248",2018-10-05,"Z12 TIENDA ZONA 12","06206","MARCO FIJO PROYEC. 3831 ML","21",2,168.93,84.465,"BL","vie\."
"249",2018-10-05,"Z12 TIENDA ZONA 12","12-1410-11","CIERRE DE PRESION S/1400 & S/6000 NATURAL","01",5,174.11,34.822,NA,"vie\."
"250",2018-10-06,"Z12 TIENDA ZONA 12","02189","FIJO CON VENA LIVIANO","21",2,151.61,75.805,"AN","sáb\."
"251",2018-10-06,"Z12 TIENDA ZONA 12","02191","FIJO SIN VENA LIVIANO","21",1,64.32,64.32,"AN","sáb\."
"252",2018-10-06,"Z12 TIENDA ZONA 12","02206","MARCO FIJO PROYECT. 3831 ML","21",1,74.11,74.11,"AN","sáb\."
"253",2018-10-06,"Z12 TIENDA ZONA 12","02320","JAMBA HOJA CORREDIZA CA LIVANA","21",2,303.57,151.785,"AN","sáb\."
"254",2018-10-06,"Z12 TIENDA ZONA 12","02366","JAMBA HOJA VC-2000","21",3,254.61,84.87,"AN","sáb\."
"255",2018-10-06,"Z12 TIENDA ZONA 12","02204","BATIENTE PROY. 3831 ML  REDONDO","21",1,40.18,40.18,"AN","sáb\."
"256",2018-10-06,"Z12 TIENDA ZONA 12","02396","RETICULA NT","21",1,22.32,22.32,"AN","sáb\."
"257",2018-10-06,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",2,196.43,98.215,"AN","sáb\."
"258",2018-10-06,"Z12 TIENDA ZONA 12","02422","TUBO 1-3/4 x 1-3/4 x 0.046","21",1,124.11,124.11,"AN","sáb\."
"259",2018-10-06,"Z12 TIENDA ZONA 12","02390","MARCO SUP/INF HOJA VC-1500","21",2,157.14,78.57,"AN","sáb\."
"260",2018-10-06,"Z12 TIENDA ZONA 12","02501","ANGULAR 1 x 1 x  0.045","21",2,100,50,"AN","sáb\."
"261",2018-10-06,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",22,491.07,22.3213636363636,"AN","sáb\."
"262",2018-10-06,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",1,21.43,21.43,"AN","sáb\."
"263",2018-10-06,"Z12 TIENDA ZONA 12","02438","TUBO VITRINA 1","21",2,121.43,60.715,"AN","sáb\."
"264",2018-10-06,"Z12 TIENDA ZONA 12","03366","JAMBA HOJA VC-2000","21",1,95.54,95.54,"BR","sáb\."
"265",2018-10-06,"Z12 TIENDA ZONA 12","03422","TUBO 1-3/4 x 1-3/4 x 0.046","21",2,272.32,136.16,"BR","sáb\."
"266",2018-10-06,"Z12 TIENDA ZONA 12","033536","CEDAZO CORREDISO S/3600","20",1,72.32,72.32,"BR","sáb\."
"267",2018-10-06,"Z12 TIENDA ZONA 12","06421","TUBO 1-3/4 x 1 x 0.046","21",2,226.79,113.395,"BL","sáb\."
"268",2018-10-06,"Z12 TIENDA ZONA 12","62-56","CIERRE EMBUTIDO AUTOMATICO NEGRO NE","01",2,26.79,13.395,NA,"sáb\."
"269",2018-10-08,"Z12 TIENDA ZONA 12","01502","ANGULAR 2 x 2 x 1/8","21",1,177.68,177.68,"MF","lun\."
"270",2018-10-08,"Z12 TIENDA ZONA 12","02189","FIJO CON VENA LIVIANO","21",6,454.82,75.8033333333333,"AN","lun\."
"271",2018-10-08,"Z12 TIENDA ZONA 12","02008","ZARANDA ESTANDAR","21",2,69.64,34.82,"AN","lun\."
"272",2018-10-08,"Z12 TIENDA ZONA 12","02055","UNION  PLANA NT","10.5",12,257.14,21.4283333333333,"AN","lun\."
"273",2018-10-08,"Z12 TIENDA ZONA 12","02204","BATIENTE PROY. 3831 ML  REDONDO","21",1,40.17,40.17,"AN","lun\."
"274",2018-10-08,"Z12 TIENDA ZONA 12","02206","MARCO FIJO PROYECT. 3831 ML","21",7,512.56,73.2228571428571,"AN","lun\."
"275",2018-10-08,"Z12 TIENDA ZONA 12","02207","MARCO VENTILA PROYECT. 3831 ML","21",3,313.96,104.653333333333,"AN","lun\."
"276",2018-10-08,"Z12 TIENDA ZONA 12","02328","JAMBA INTERMEDIA CORREDIZA","21",1,160.89,160.89,"AN","lun\."
"277",2018-10-08,"Z12 TIENDA ZONA 12","02330","JAMBA HOJA CORREDIZA","21",1,166.61,166.61,"AN","lun\."
"278",2018-10-08,"Z12 TIENDA ZONA 12","02334","JAMBA MARCO DOBLE CORREDIZA","21",1,228.85,228.85,"AN","lun\."
"279",2018-10-08,"Z12 TIENDA ZONA 12","02340","JAMBA MARCO BA<d1>O ESTANDAR","21",3,340.18,113.393333333333,"AN","lun\."
"280",2018-10-08,"Z12 TIENDA ZONA 12","02343","JAMBA HOJA BA<d1>O ESTANDAR","21",2,209.82,104.91,"AN","lun\."
"281",2018-10-08,"Z12 TIENDA ZONA 12","02366","JAMBA HOJA VC-2000","21",3,254.88,84.96,"AN","lun\."
"282",2018-10-08,"Z12 TIENDA ZONA 12","02369","JAMBA INTERMEDIA VC-2000","21",3,328.61,109.536666666667,"AN","lun\."
"283",2018-10-08,"Z12 TIENDA ZONA 12","02190","FIJO CON VENA NT","21",1,74.11,74.11,"AN","lun\."
"284",2018-10-08,"Z12 TIENDA ZONA 12","02191","FIJO SIN VENA LIVIANO","21",6,383.92,63.9866666666667,"AN","lun\."
"285",2018-10-08,"Z12 TIENDA ZONA 12","02195","BATIENTE LIVIANO NT","21",12,466.07,38.8391666666667,"AN","lun\."
"286",2018-10-08,"Z12 TIENDA ZONA 12","02428","BATIENTE PARA TUBO TRI ANGULAR","21",4,113.21,28.3025,"AN","lun\."
"287",2018-10-08,"Z12 TIENDA ZONA 12","02429","TUBO 1-3/4 x 1-3/4  C/1 PEST","21",4,891.43,222.8575,"AN","lun\."
"288",2018-10-08,"Z12 TIENDA ZONA 12","02501","ANGULAR 1 x 1 x  0.045","21",9,434.11,48.2344444444444,"AN","lun\."
"289",2018-10-08,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",25,533.48,21.3392,"AN","lun\."
"290",2018-10-08,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",43,808.93,18.8123255813953,"AN","lun\."
"291",2018-10-08,"Z12 TIENDA ZONA 12","02396","RETICULA NT","21",2,35.71,17.855,"AN","lun\."
"292",2018-10-08,"Z12 TIENDA ZONA 12","02400","TUBO 1 x 1 x 0.045","21",2,125,62.5,"AN","lun\."
"293",2018-10-08,"Z12 TIENDA ZONA 12","02422","TUBO 1-3/4 x 1-3/4 x 0.046","21",7,836.07,119.438571428571,"AN","lun\."
"294",2018-10-08,"Z12 TIENDA ZONA 12","03036","SILLAR DE CELOSIA NT","21",1,80.36,80.36,"BR","lun\."
"295",2018-10-08,"Z12 TIENDA ZONA 12","03368","ADAPTADOR 2 RIEL VC-2000","19",1,43.75,43.75,"BR","lun\."
"296",2018-10-08,"Z12 TIENDA ZONA 12","03365","RIEL INFERIOR VC-2000","21",1,112.59,112.59,"BR","lun\."
"297",2018-10-08,"Z12 TIENDA ZONA 12","03366","JAMBA HOJA VC-2000","21",2,179.61,89.805,"BR","lun\."
"298",2018-10-08,"Z12 TIENDA ZONA 12","03367","RIEL SUPERIOR VC-2000","21",3,460.18,153.393333333333,"BR","lun\."
"299",2018-10-08,"Z12 TIENDA ZONA 12","03421","TUBO 1-3/4 x 1 x 0.046","21",3,328.57,109.523333333333,"BR","lun\."
"300",2018-10-08,"Z12 TIENDA ZONA 12","03505","CANAL U 1/2 x 1/2 x 0.045","21",2,55.36,27.68,"BR","lun\."
"301",2018-10-08,"Z12 TIENDA ZONA 12","03517","ANGULAR 1/2 x 3/8 x 1/16","21",1,22.32,22.32,"BR","lun\."
"302",2018-10-08,"Z12 TIENDA ZONA 12","03390","MARCO SUP/INF HOJA VC-1500","21",2,155.36,77.68,"BR","lun\."
"303",2018-10-08,"Z12 TIENDA ZONA 12","03396","RETICULA NT","21",8,164.29,20.53625,"BR","lun\."
"304",2018-10-08,"Z12 TIENDA ZONA 12","03369","JAMBA INTERMEDIA VC-2000","21",2,234.87,117.435,"BR","lun\."
"305",2018-10-08,"Z12 TIENDA ZONA 12","04340","JAMBA MARCO BA<d1>O ESTANDAR","21",2,261.96,130.98,"NE","lun\."
"306",2018-10-08,"Z12 TIENDA ZONA 12","04367","RIEL SUPERIOR VC-2000","21",5,772.77,154.554,"NE","lun\."
"307",2018-10-08,"Z12 TIENDA ZONA 12","06008","ZARANDA ESTANDAR","21",2,80.36,40.18,"BL","lun\."
"308",2018-10-08,"Z12 TIENDA ZONA 12","06208","TEE PROYECTANTE 3831 ML","21",2,292.18,146.09,"BL","lun\."
"309",2018-10-08,"Z12 TIENDA ZONA 12","06205","BATIENTE PROYEC. 3831 ML TRIANGULAR","21",11,478.7,43.5181818181818,"BL","lun\."
"310",2018-10-08,"Z12 TIENDA ZONA 12","06206","MARCO FIJO PROYEC. 3831 ML","21",6,505.06,84.1766666666667,"BL","lun\."
"311",2018-10-08,"Z12 TIENDA ZONA 12","06207","MARCO VENTILA PROYEC. 3831 ML","21",5,612.83,122.566,"BL","lun\."
"312",2018-10-08,"Z12 TIENDA ZONA 12","20","COBRO SERVICIO ADMINISTRATIVO","01",1,10.66,10.66,NA,"lun\."
"313",2018-10-08,"Z12 TIENDA ZONA 12","62-56","CIERRE EMBUTIDO AUTOMATICO NEGRO NE","01",12,160.08,13.34,NA,"lun\."
"314",2018-10-08,"Z12 TIENDA ZONA 12","62-94","RODO SENCILLO CORREDIZA VENTANA 1500-2000","01",24,160.71,6.69625,NA,"lun\."
"315",2018-10-09,"Z12 TIENDA ZONA 12","01502","ANGULAR 2 x 2 x 1/8","21",2,338.21,169.105,"MF","mar\."
"316",2018-10-09,"Z12 TIENDA ZONA 12","021402","CERCO LISO VENTANA","20",1,128.04,128.04,"AN","mar\."
"317",2018-10-09,"Z12 TIENDA ZONA 12","02190","FIJO CON VENA NT","21",2,152.86,76.43,"AN","mar\."
"318",2018-10-09,"Z12 TIENDA ZONA 12","02192","FIJO SIN VENA NT","21",2,116.96,58.48,"AN","mar\."
"319",2018-10-09,"Z12 TIENDA ZONA 12","02195","BATIENTE LIVIANO NT","21",4,155.36,38.84,"AN","mar\."
"320",2018-10-09,"Z12 TIENDA ZONA 12","02205","BATIENTE PROY. 3831 ML TRIANGULO","19",4,141.79,35.4475,"AN","mar\."
"321",2018-10-09,"Z12 TIENDA ZONA 12","02206","MARCO FIJO PROYECT. 3831 ML","21",2,146.43,73.215,"AN","mar\."
"322",2018-10-09,"Z12 TIENDA ZONA 12","02207","MARCO VENTILA PROYECT. 3831 ML","21",2,212.5,106.25,"AN","mar\."
"323",2018-10-09,"Z12 TIENDA ZONA 12","02208","TEE PROYECTANTE 3831 ML","21",2,253.57,126.785,"AN","mar\."
"324",2018-10-09,"Z12 TIENDA ZONA 12","02320","JAMBA HOJA CORREDIZA CA LIVANA","21",8,1204.29,150.53625,"AN","mar\."
"325",2018-10-09,"Z12 TIENDA ZONA 12","02400","TUBO 1 x 1 x 0.045","21",1,61.61,61.61,"AN","mar\."
"326",2018-10-09,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",2,196.43,98.215,"AN","mar\."
"327",2018-10-09,"Z12 TIENDA ZONA 12","02422","TUBO 1-3/4 x 1-3/4 x 0.046","21",5,620.54,124.108,"AN","mar\."
"328",2018-10-09,"Z12 TIENDA ZONA 12","02423","TUBO 3 x 1-3/4 x 0.070","21",3,779.46,259.82,"AN","mar\."
"329",2018-10-09,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",14,312.5,22.3214285714286,"AN","mar\."
"330",2018-10-09,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",6,117.86,19.6433333333333,"AN","mar\."
"331",2018-10-09,"Z12 TIENDA ZONA 12","06366","JAMBA HOJA VC-2000","21",1,97.7,97.7,"BL","mar\."
"332",2018-10-09,"Z12 TIENDA ZONA 12","06367","RIEL SUPERIOR VC-2000","21",1,160,160,"BL","mar\."
"333",2018-10-09,"Z12 TIENDA ZONA 12","06369","JAMBA INTERMEDIA VC-2000","21",1,126.31,126.31,"BL","mar\."
"334",2018-10-09,"Z12 TIENDA ZONA 12","06390","MARCO SUP/INF HOJA VC-1500","21",1,83.13,83.13,"BL","mar\."
"335",2018-10-09,"Z12 TIENDA ZONA 12","06400","TUBO 1 x 1 x 0.045","21",3,236.79,78.93,"BL","mar\."
"336",2018-10-09,"Z12 TIENDA ZONA 12","06421","TUBO 1-3/4 x 1 x 0.046","21",1,113.04,113.04,"BL","mar\."
"337",2018-10-09,"Z12 TIENDA ZONA 12","06422","TUBO 1-3/4 x 1-3/4 x 0.046","21",1,142.41,142.41,"BL","mar\."
"338",2018-10-09,"Z12 TIENDA ZONA 12","06505","CANAL U 1/2 x 1/2 x 0.045","21",6,172.77,28.795,"BL","mar\."
"339",2018-10-09,"Z12 TIENDA ZONA 12","20015-403","PANEL ACM 1220x2440 4mm NEGRO PVDF","01",2,760.71,380.355,NA,"mar\."
"340",2018-10-09,"Z12 TIENDA ZONA 12","66-51","PAR DE BISAGRAS DE FRICCI<d3>N PROYECT SS 8","01",1,17.86,17.86,NA,"mar\."
"341",2018-10-09,"Z12 TIENDA ZONA 12","66-53","PARES BISAGRA PROYECTABLE SS 12","01",2,83.93,41.965,NA,"mar\."
"342",2018-10-09,"Z12 TIENDA ZONA 12","EP20404","EMPAQUE H-4004 PROYECT 3831 GRIS","01",24,32.14,1.33916666666667,NA,"mar\."
"343",2018-10-11,"Z12 TIENDA ZONA 12","01320","JAMBA HOJA CORREDIZA CA LIVIANA","21",40,5453.57,136.33925,"MF","jue\."
"344",2018-10-11,"Z12 TIENDA ZONA 12","01502","ANGULAR 2 x 2 x 1/8","21",3,507.32,169.106666666667,"MF","jue\."
"345",2018-10-11,"Z12 TIENDA ZONA 12","02036","SILLAR DE CELOSIA NT","21",1,79.87,79.87,"AN","jue\."
"346",2018-10-11,"Z12 TIENDA ZONA 12","02038","CABEZAL DE CELOSIA NT","21",1,87.19,87.19,"AN","jue\."
"347",2018-10-11,"Z12 TIENDA ZONA 12","02055","UNION  PLANA NT","10.5",2,42.14,21.07,"AN","jue\."
"348",2018-10-11,"Z12 TIENDA ZONA 12","02007","ZARANDA LIVIANA","21",2,48.75,24.375,"AN","jue\."
"349",2018-10-11,"Z12 TIENDA ZONA 12","021429","JUNQUILLO REDONDO MEDIANO","20",1,38.21,38.21,"AN","jue\."
"350",2018-10-11,"Z12 TIENDA ZONA 12","02400","TUBO 1 x 1 x 0.045","21",3,179.82,59.94,"AN","jue\."
"351",2018-10-11,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",10,939.29,93.929,"AN","jue\."
"352",2018-10-11,"Z12 TIENDA ZONA 12","021402","CERCO LISO VENTANA","20",1,127.86,127.86,"AN","jue\."
"353",2018-10-11,"Z12 TIENDA ZONA 12","02502","ANGULAR 2 x 2 x 1/8","21",1,197.32,197.32,"AN","jue\."
"354",2018-10-11,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",57,1117.59,19.6068421052632,"AN","jue\."
"355",2018-10-11,"Z12 TIENDA ZONA 12","02438","TUBO VITRINA 1","21",1,60.71,60.71,"AN","jue\."
"356",2018-10-11,"Z12 TIENDA ZONA 12","03189","FIJO CON VENA LIVIANO","21",1,85.45,85.45,"BR","jue\."
"357",2018-10-11,"Z12 TIENDA ZONA 12","03190","FIJO CON VENA NT","21",5,413.39,82.678,"BR","jue\."
"358",2018-10-11,"Z12 TIENDA ZONA 12","03195","BATIENTE LIVIANO NT","21",7,321.25,45.8928571428571,"BR","jue\."
"359",2018-10-11,"Z12 TIENDA ZONA 12","03365","RIEL INFERIOR VC-2000","21",1,112.5,112.5,"BR","jue\."
"360",2018-10-11,"Z12 TIENDA ZONA 12","03366","JAMBA HOJA VC-2000","21",2,189.47,94.735,"BR","jue\."
"361",2018-10-11,"Z12 TIENDA ZONA 12","03191","FIJO SIN VENA LIVIANO","21",1,70.16,70.16,"BR","jue\."
"362",2018-10-11,"Z12 TIENDA ZONA 12","03369","JAMBA INTERMEDIA VC-2000","21",2,244.74,122.37,"BR","jue\."
"363",2018-10-11,"Z12 TIENDA ZONA 12","03390","MARCO SUP/INF HOJA VC-1500","21",2,161.79,80.895,"BR","jue\."
"364",2018-10-11,"Z12 TIENDA ZONA 12","03505","CANAL U 1/2 x 1/2 x 0.045","21",10,266.07,26.607,"BR","jue\."
"365",2018-10-11,"Z12 TIENDA ZONA 12","03367","RIEL SUPERIOR VC-2000","21",2,314.64,157.32,"BR","jue\."
"366",2018-10-11,"Z12 TIENDA ZONA 12","04055","UNION PLANA NT","21",2,100,50,"NE","jue\."
"367",2018-10-11,"Z12 TIENDA ZONA 12","04204","BATIENTE PROYECT. 3831 ML REDONDO","21",3,132.63,44.21,"NE","jue\."
"368",2018-10-11,"Z12 TIENDA ZONA 12","04206","MARCO FIJO PROY. 3831 ML","21",5,428.29,85.658,"NE","jue\."
"369",2018-10-11,"Z12 TIENDA ZONA 12","04207","MARCO VENTILA PROYECT. 3831 ML","21",3,409.8,136.6,"NE","jue\."
"370",2018-10-11,"Z12 TIENDA ZONA 12","04208","TEE PROYECTANTE 3831 ML","21",1,149.46,149.46,"NE","jue\."
"371",2018-10-11,"Z12 TIENDA ZONA 12","04421","TUBO 1-3/4  x 1 x 0.046","21",10,1095.54,109.554,"NE","jue\."
"372",2018-10-11,"Z12 TIENDA ZONA 12","04505","CANAL U 1/2 x 1/2 x 0.045","21",20,553.57,27.6785,"NE","jue\."
"373",2018-10-11,"Z12 TIENDA ZONA 12","04517","ANGULAR 1/2 x 3/8 x 1/16","21",10,218.75,21.875,"NE","jue\."
"374",2018-10-11,"Z12 TIENDA ZONA 12","04036","SILLAR DE CELOSIA NT","21",2,157.5,78.75,"NE","jue\."
"375",2018-10-11,"Z12 TIENDA ZONA 12","06438","TUBO VITRINA 1","21",4,276.79,69.1975,"BL","jue\."
"376",2018-10-11,"Z12 TIENDA ZONA 12","06505","CANAL U 1/2 x 1/2 x 0.045","21",11,324.11,29.4645454545455,"BL","jue\."
"377",2018-10-11,"Z12 TIENDA ZONA 12","06517","ANGULAR 1/2 x 3/8 x 1/16","21",2,46.43,23.215,"BL","jue\."
"378",2018-10-11,"Z12 TIENDA ZONA 12","06400","TUBO 1 x 1 x 0.045","21",2,158.93,79.465,"BL","jue\."
"379",2018-10-11,"Z12 TIENDA ZONA 12","20","COBRO SERVICIO ADMINISTRATIVO","01",2,55.27,27.635,NA,"jue\."
"380",2018-10-12,"Z12 TIENDA ZONA 12","01502","ANGULAR 2 x 2 x 1/8","21",3,533.04,177.68,"MF","vie\."
"381",2018-10-12,"Z12 TIENDA ZONA 12","02008","ZARANDA ESTANDAR","21",2,68.04,34.02,"AN","vie\."
"382",2018-10-12,"Z12 TIENDA ZONA 12","02036","SILLAR DE CELOSIA NT","21",1,80.36,80.36,"AN","vie\."
"383",2018-10-12,"Z12 TIENDA ZONA 12","021400","PILASTRA LISA VENTANA","20",10,1741.07,174.107,"AN","vie\."
"384",2018-10-12,"Z12 TIENDA ZONA 12","021407","CERCO LISO DE PUERTA S/1400","20",20,3891.07,194.5535,"AN","vie\."
