"","FECHA","TIENDA","CODPROD","DESCRIPCION","MEDIDA","UNI","VENTA","PRECIOUNITARIO","ACABADO","dia"
"385",2018-10-12,"Z12 TIENDA ZONA 12","02038","CABEZAL DE CELOSIA NT","21",1,87.5,87.5,"AN","vie\."
"386",2018-10-12,"Z12 TIENDA ZONA 12","02136","FIJO PW","21",3,219.64,73.2133333333333,"AN","vie\."
"387",2018-10-12,"Z12 TIENDA ZONA 12","02007","ZARANDA LIVIANA","21",4,102.14,25.535,"AN","vie\."
"388",2018-10-12,"Z12 TIENDA ZONA 12","02208","TEE PROYECTANTE 3831 ML","21",3,378.04,126.013333333333,"AN","vie\."
"389",2018-10-12,"Z12 TIENDA ZONA 12","02354","RIEL SUPERIOR MOSTRADOR NT","21",2,80.71,40.355,"AN","vie\."
"390",2018-10-12,"Z12 TIENDA ZONA 12","02355","CALZA MOSTRADOR NT","21",2,90,45,"AN","vie\."
"391",2018-10-12,"Z12 TIENDA ZONA 12","02365","RIEL INFERIOR VC-2000","21",1,99.67,99.67,"AN","vie\."
"392",2018-10-12,"Z12 TIENDA ZONA 12","02366","JAMBA HOJA VC-2000","21",1,85.71,85.71,"AN","vie\."
"393",2018-10-12,"Z12 TIENDA ZONA 12","02367","RIEL SUPERIOR VC-2000","21",3,389.13,129.71,"AN","vie\."
"394",2018-10-12,"Z12 TIENDA ZONA 12","021431","JUNQUILLO REDONDO ESTRECHO","20",20,832.14,41.607,"AN","vie\."
"395",2018-10-12,"Z12 TIENDA ZONA 12","02189","FIJO CON VENA LIVIANO","21",1,75.85,75.85,"AN","vie\."
"396",2018-10-12,"Z12 TIENDA ZONA 12","02191","FIJO SIN VENA LIVIANO","21",1,63.99,63.99,"AN","vie\."
"397",2018-10-12,"Z12 TIENDA ZONA 12","02195","BATIENTE LIVIANO NT","21",2,95.34,47.67,"AN","vie\."
"398",2018-10-12,"Z12 TIENDA ZONA 12","02204","BATIENTE PROY. 3831 ML  REDONDO","21",18,714.13,39.6738888888889,"AN","vie\."
"399",2018-10-12,"Z12 TIENDA ZONA 12","02206","MARCO FIJO PROYECT. 3831 ML","21",12,879.54,73.295,"AN","vie\."
"400",2018-10-12,"Z12 TIENDA ZONA 12","02207","MARCO VENTILA PROYECT. 3831 ML","21",1,106.89,106.89,"AN","vie\."
"401",2018-10-12,"Z12 TIENDA ZONA 12","02429","TUBO 1-3/4 x 1-3/4  C/1 PEST","21",3,642.59,214.196666666667,"AN","vie\."
"402",2018-10-12,"Z12 TIENDA ZONA 12","02501","ANGULAR 1 x 1 x  0.045","21",4,200,50,"AN","vie\."
"403",2018-10-12,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",42,815.18,19.4090476190476,"AN","vie\."
"404",2018-10-12,"Z12 TIENDA ZONA 12","02390","MARCO SUP/INF HOJA VC-1500","21",1,79.45,79.45,"AN","vie\."
"405",2018-10-12,"Z12 TIENDA ZONA 12","02400","TUBO 1 x 1 x 0.045","21",17,1025.89,60.3464705882353,"AN","vie\."
"406",2018-10-12,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",10,939.82,93.982,"AN","vie\."
"407",2018-10-12,"Z12 TIENDA ZONA 12","02369","JAMBA INTERMEDIA VC-2000","21",2,219.07,109.535,"AN","vie\."
"408",2018-10-12,"Z12 TIENDA ZONA 12","02423","TUBO 3 x 1-3/4 x 0.070","21",9,2338.39,259.821111111111,"AN","vie\."
"409",2018-10-12,"Z12 TIENDA ZONA 12","02428","BATIENTE PARA TUBO TRI ANGULAR","21",3,84.38,28.1266666666667,"AN","vie\."
"410",2018-10-12,"Z12 TIENDA ZONA 12","02422","TUBO 1-3/4 x 1-3/4 x 0.046","21",1,124.11,124.11,"AN","vie\."
"411",2018-10-12,"Z12 TIENDA ZONA 12","03205","BATIENTE PROY. 3831 ML TRIANGULAR","21",6,263.49,43.915,"BR","vie\."
"412",2018-10-12,"Z12 TIENDA ZONA 12","03136","FIJO PW","21",1,91.07,91.07,"BR","vie\."
"413",2018-10-12,"Z12 TIENDA ZONA 12","03204","BATIENTE PROYECT. 3831 ML REDONDO","21",27,1204.64,44.6162962962963,"BR","vie\."
"414",2018-10-12,"Z12 TIENDA ZONA 12","03208","TEE PROYECTANTE 3831 ML","19",3,386.13,128.71,"BR","vie\."
"415",2018-10-12,"Z12 TIENDA ZONA 12","03422","TUBO 1-3/4 x 1-3/4 x 0.046","21",9,1245.54,138.393333333333,"BR","vie\."
"416",2018-10-12,"Z12 TIENDA ZONA 12","03206","MARCO FIJO PROYECT. 3831 ML","21",30,2461.14,82.038,"BR","vie\."
"417",2018-10-12,"Z12 TIENDA ZONA 12","03207","MARCO VENTILA PROYECT. 3831 ML","21",3,357.63,119.21,"BR","vie\."
"418",2018-10-12,"Z12 TIENDA ZONA 12","03423","TUBO 3 x 1-3/4 x 0.070","21",4,1167.14,291.785,"BR","vie\."
"419",2018-10-12,"Z12 TIENDA ZONA 12","03517","ANGULAR 1/2 x 3/8 x 1/16","21",2,44.64,22.32,"BR","vie\."
"420",2018-10-12,"Z12 TIENDA ZONA 12","04400","TUBO 1 x 1 x 0.045","21",1,80.31,80.31,"NE","vie\."
"421",2018-10-12,"Z12 TIENDA ZONA 12","044610","ADAPTADOR MOSQUITERO S/4600 NE","20",5,210.71,42.142,"NE","vie\."
"422",2018-10-12,"Z12 TIENDA ZONA 12","04327","JAMBA MARCO POCKET","21",1,124.11,124.11,"NE","vie\."
"423",2018-10-12,"Z12 TIENDA ZONA 12","06007","ZARANDA LIVIANA","21",1,28.57,28.57,"BL","vie\."
"424",2018-10-12,"Z12 TIENDA ZONA 12","06422","TUBO 1-3/4 x 1-3/4 x 0.046","21",1,142.86,142.86,"BL","vie\."
"425",2018-10-12,"Z12 TIENDA ZONA 12","07396","RETICULA NT","21",3,128.57,42.8566666666667,"MRT","vie\."
"426",2018-10-12,"Z12 TIENDA ZONA 12","07055","UNION PLANA NT","21",1,100.89,100.89,"MRT","vie\."
"427",2018-10-12,"Z12 TIENDA ZONA 12","07517","ANGULAR 1/2 X 3/8 X 1/16","21",1,47.32,47.32,"MRT","vie\."
"428",2018-10-12,"Z12 TIENDA ZONA 12","12-1341-0","ESCUADRA BLOQUEO MARCO S/3600","01",32,306.79,9.5871875,NA,"vie\."
"429",2018-10-12,"Z12 TIENDA ZONA 12","12-1342-0","ESCUADRA BLOQUEO MARCO 3 RIELES S/3600","01",4,45.36,11.34,NA,"vie\."
"430",2018-10-12,"Z12 TIENDA ZONA 12","12-1408-11","JUEGO DE MANILLAS RECUPERABLE S/1400 NATURAL","01",10,1075.89,107.589,NA,"vie\."
"431",2018-10-12,"Z12 TIENDA ZONA 12","12-1410-17","CIERRE DE PRESION NEGRO S/1400/6000/EP50","01",9,340.71,37.8566666666667,NA,"vie\."
"432",2018-10-12,"Z12 TIENDA ZONA 12","12-1512-7","GOMA BASE RIGIDA S/1400","01",8,30.71,3.83875,NA,"vie\."
"433",2018-10-12,"Z12 TIENDA ZONA 12","12-1907-17","BISAGRA S/1400 DE 2 PALAS NEGRO","01",2,58.75,29.375,NA,"vie\."
"434",2018-10-12,"Z12 TIENDA ZONA 12","12-3205-0","FELPA ALMA DE PLASTICO 7X5 S/3600","01",35,62.5,1.78571428571429,NA,"vie\."
"435",2018-10-12,"Z12 TIENDA ZONA 12","12-6117-0","RUEDA FIJA SIMPLE S/3600","01",28,250,8.92857142857143,NA,"vie\."
"436",2018-10-12,"Z12 TIENDA ZONA 12","12-6117-7","KIT PERIMETRAL S/3600","01",7,250,35.7142857142857,NA,"vie\."
"437",2018-10-12,"Z12 TIENDA ZONA 12","12-1311-0","ESCUADRA HOJA MARCO 40X18 S/1400","01",32,237.14,7.410625,NA,"vie\."
"438",2018-10-12,"Z12 TIENDA ZONA 12","12-1326-0","ESCUADRA HOJA S/4600","01",12,122.14,10.1783333333333,NA,"vie\."
"439",2018-10-12,"Z12 TIENDA ZONA 12","12-1328-0","ESCUADRA TETON CERCO Y FIJO S/4600","01",8,81.43,10.17875,NA,"vie\."
"440",2018-10-12,"Z12 TIENDA ZONA 12","12-1340-0","ESCUADRA BLOQUEO HOJA S/3600","01",110,854.46,7.76781818181818,NA,"vie\."
"441",2018-10-12,"Z12 TIENDA ZONA 12","12-EP404-04","EMPAQUE ESTRIADO NEGRO PROYECTABLES","01",38,50.89,1.33921052631579,NA,"vie\."
"442",2018-10-12,"Z12 TIENDA ZONA 12","12-F20-17","EMPAQUE F-20 NEGRO","01",8,17.86,2.2325,NA,"vie\."
"443",2018-10-12,"Z12 TIENDA ZONA 12","12-7133-0","PASADOR PLANO C.E. S/6000 260MM","01",2,142.86,71.43,NA,"vie\."
"444",2018-10-12,"Z12 TIENDA ZONA 12","12-F50-17","EMPAQUE F-50 NEGRO","01",8,30.71,3.83875,NA,"vie\."
"445",2018-10-12,"Z12 TIENDA ZONA 12","20","COBRO SERVICIO ADMINISTRATIVO","01",2,166.43,83.215,NA,"vie\."
"446",2018-10-12,"Z12 TIENDA ZONA 12","62-56","CIERRE EMBUTIDO AUTOMATICO NEGRO NE","01",5,66.96,13.392,NA,"vie\."
"447",2018-10-12,"Z12 TIENDA ZONA 12","631401","HOJA LISA VENTANA","20",2,374.11,187.055,"CT","vie\."
"448",2018-10-12,"Z12 TIENDA ZONA 12","631402","CERCO LISO VENTANA","20",2,327.68,163.84,"CT","vie\."
"449",2018-10-12,"Z12 TIENDA ZONA 12","634601","CERCO PERIMETRAL S/4600","20",3,868.13,289.376666666667,"CT","vie\."
"450",2018-10-12,"Z12 TIENDA ZONA 12","634604","TAPA HOJA CENTRAL","20",1,80.36,80.36,"CT","vie\."
"451",2018-10-12,"Z12 TIENDA ZONA 12","634605","HOJA PERIMETRAL","20",5,1118.3,223.66,"CT","vie\."
"452",2018-10-12,"Z12 TIENDA ZONA 12","631429","JUNQUILLO REDONDO MEDIANO BATIENTE","20",2,78.75,39.375,"CT","vie\."
"453",2018-10-12,"Z12 TIENDA ZONA 12","66-53","PARES BISAGRA PROYECTABLE SS 12","01",5,142.86,28.572,NA,"vie\."
"454",2018-10-13,"Z12 TIENDA ZONA 12","02136","FIJO PW","21",1,80.27,80.27,"AN","sáb\."
"455",2018-10-13,"Z12 TIENDA ZONA 12","02204","BATIENTE PROY. 3831 ML  REDONDO","21",1,40.26,40.26,"AN","sáb\."
"456",2018-10-13,"Z12 TIENDA ZONA 12","02206","MARCO FIJO PROYECT. 3831 ML","21",5,367.87,73.574,"AN","sáb\."
"457",2018-10-13,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",1,98.21,98.21,"AN","sáb\."
"458",2018-10-13,"Z12 TIENDA ZONA 12","02422","TUBO 1-3/4 x 1-3/4 x 0.046","21",1,124.11,124.11,"AN","sáb\."
"459",2018-10-13,"Z12 TIENDA ZONA 12","02423","TUBO 3 x 1-3/4 x 0.070","21",3,779.46,259.82,"AN","sáb\."
"460",2018-10-13,"Z12 TIENDA ZONA 12","04376","JAMBA HOJA VC 3000","21",9,1380.54,153.393333333333,"NE","sáb\."
"461",2018-10-13,"Z12 TIENDA ZONA 12","04377","RS/CONTRAMARCO VC 3000","21",13,2295.89,176.606923076923,"NE","sáb\."
"462",2018-10-13,"Z12 TIENDA ZONA 12","04387","JAMBA INTERMEDIA VC 3000","21",9,1776.7,197.411111111111,"NE","sáb\."
"463",2018-10-13,"Z12 TIENDA ZONA 12","04389","SILLAR HOJA VC-3000","21",10,1600,160,"NE","sáb\."
"464",2018-10-15,"Z12 TIENDA ZONA 12","02007","ZARANDA LIVIANA","21",1,25.89,25.89,"AN","lun\."
"465",2018-10-15,"Z12 TIENDA ZONA 12","02008","ZARANDA ESTANDAR","21",1,34.82,34.82,"AN","lun\."
"466",2018-10-15,"Z12 TIENDA ZONA 12","02055","UNION  PLANA NT","10.5",2,44.64,22.32,"AN","lun\."
"467",2018-10-15,"Z12 TIENDA ZONA 12","02189","FIJO CON VENA LIVIANO","21",2,151.98,75.99,"AN","lun\."
"468",2018-10-15,"Z12 TIENDA ZONA 12","02195","BATIENTE LIVIANO NT","21",6,288.2,48.0333333333333,"AN","lun\."
"469",2018-10-15,"Z12 TIENDA ZONA 12","02366","JAMBA HOJA VC-2000","21",1,85.98,85.98,"AN","lun\."
"470",2018-10-15,"Z12 TIENDA ZONA 12","02375","RIEL INFERIOR VC 3000","21",1,120.71,120.71,"AN","lun\."
"471",2018-10-15,"Z12 TIENDA ZONA 12","02376","JAMBA HOJA VC 3000","21",1,131.07,131.07,"AN","lun\."
"472",2018-10-15,"Z12 TIENDA ZONA 12","02377","RS/CONTRAMARCO VC 3000","21",2,299.46,149.73,"AN","lun\."
"473",2018-10-15,"Z12 TIENDA ZONA 12","02387","JAMBA INTERMEDIA VC 3000","21",1,169.29,169.29,"AN","lun\."
"474",2018-10-15,"Z12 TIENDA ZONA 12","02394","RS/JAMBA MACRCO VC-1500","21",1,126.52,126.52,"AN","lun\."
"475",2018-10-15,"Z12 TIENDA ZONA 12","02400","TUBO 1 x 1 x 0.045","21",2,123.21,61.605,"AN","lun\."
"476",2018-10-15,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",2,196.43,98.215,"AN","lun\."
"477",2018-10-15,"Z12 TIENDA ZONA 12","02501","ANGULAR 1 x 1 x  0.045","21",5,250,50,"AN","lun\."
"478",2018-10-15,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",24,535.71,22.32125,"AN","lun\."
"479",2018-10-15,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",8,157.14,19.6425,"AN","lun\."
"480",2018-10-15,"Z12 TIENDA ZONA 12","03204","BATIENTE PROYECT. 3831 ML REDONDO","21",1,42.97,42.97,"BR","lun\."
"481",2018-10-15,"Z12 TIENDA ZONA 12","03206","MARCO FIJO PROYECT. 3831 ML","21",1,78.26,78.26,"BR","lun\."
"482",2018-10-15,"Z12 TIENDA ZONA 12","03207","MARCO VENTILA PROYECT. 3831 ML","21",1,113.59,113.59,"BR","lun\."
"483",2018-10-15,"Z12 TIENDA ZONA 12","04007","ZARANDA LIVIANA","21",3,91.07,30.3566666666667,"NE","lun\."
"484",2018-10-15,"Z12 TIENDA ZONA 12","04136","FIJO PW","21",1,94.64,94.64,"NE","lun\."
"485",2018-10-15,"Z12 TIENDA ZONA 12","04428","BATIENTE PARA TUBO TRIANGULAR","21",2,66.96,33.48,"NE","lun\."
"486",2018-10-15,"Z12 TIENDA ZONA 12","04517","ANGULAR 1/2 x 3/8 x 1/16","21",1,22.32,22.32,"NE","lun\."
"487",2018-10-15,"Z12 TIENDA ZONA 12","06517","ANGULAR 1/2 x 3/8 x 1/16","21",40,875,21.875,"BL","lun\."
"488",2018-10-15,"Z12 TIENDA ZONA 12","07366","JAMBA HOJA VC-2000","21",1,180.59,180.59,"MRT","lun\."
"489",2018-10-15,"Z12 TIENDA ZONA 12","07369","JAMBA INTERMEDIA VC-2000","19",1,213.39,213.39,"MRT","lun\."
"490",2018-10-15,"Z12 TIENDA ZONA 12","07390","MARCO SUP/INF VC-1500","21",1,156.91,156.91,"MRT","lun\."
"491",2018-10-15,"Z12 TIENDA ZONA 12","12-2211-0","CERRADURA PALA Y MANILLA 25MM CISA S/1400","01",2,357.14,178.57,NA,"lun\."
"492",2018-10-15,"Z12 TIENDA ZONA 12","12-7151-7","KIT PERIMETRAL S/4600","01",4,241.07,60.2675,NA,"lun\."
"493",2018-10-15,"Z12 TIENDA ZONA 12","12-1410-17","CIERRE DE PRESION NEGRO S/1400/6000/EP50","01",1,34.82,34.82,NA,"lun\."
"494",2018-10-15,"Z12 TIENDA ZONA 12","62-56","CIERRE EMBUTIDO AUTOMATICO NEGRO NE","01",1,13.39,13.39,NA,"lun\."
"495",2018-10-16,"Z12 TIENDA ZONA 12","01502","ANGULAR 2 x 2 x 1/8","21",1,177.68,177.68,"MF","mar\."
"496",2018-10-16,"Z12 TIENDA ZONA 12","02001","BARRA OPERADORA NI-1","17",100,1526.79,15.2679,"AN","mar\."
"497",2018-10-16,"Z12 TIENDA ZONA 12","02136","FIJO PW","21",2,160.54,80.27,"AN","mar\."
"498",2018-10-16,"Z12 TIENDA ZONA 12","02189","FIJO CON VENA LIVIANO","21",2,150.36,75.18,"AN","mar\."
"499",2018-10-16,"Z12 TIENDA ZONA 12","02195","BATIENTE LIVIANO NT","21",3,117.86,39.2866666666667,"AN","mar\."
"500",2018-10-16,"Z12 TIENDA ZONA 12","02354","RIEL SUPERIOR MOSTRADOR NT","21",20,807.14,40.357,"AN","mar\."
"501",2018-10-16,"Z12 TIENDA ZONA 12","02355","CALZA MOSTRADOR NT","21",10,450,45,"AN","mar\."
"502",2018-10-16,"Z12 TIENDA ZONA 12","02395","MARCO LATERIAL VC-1500","21",1,50,50,"AN","mar\."
"503",2018-10-16,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",15,1408.93,93.9286666666667,"AN","mar\."
"504",2018-10-16,"Z12 TIENDA ZONA 12","02429","TUBO 1-3/4 x 1-3/4  C/1 PEST","21",2,445.71,222.855,"AN","mar\."
"505",2018-10-16,"Z12 TIENDA ZONA 12","02501","ANGULAR 1 x 1 x  0.045","21",12,598.21,49.8508333333333,"AN","mar\."
"506",2018-10-16,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",100,1928.57,19.2857,"AN","mar\."
"507",2018-10-16,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",2,39.29,19.645,"AN","mar\."
"508",2018-10-16,"Z12 TIENDA ZONA 12","03136","FIJO PW","21",1,91.07,91.07,"BR","mar\."
"509",2018-10-16,"Z12 TIENDA ZONA 12","03008","ZARANDA ESTANDAR","21",15,574.55,38.3033333333333,"BR","mar\."
"510",2018-10-16,"Z12 TIENDA ZONA 12","03189","FIJO CON VENA LIVIANO","21",1,82.14,82.14,"BR","mar\."
"511",2018-10-16,"Z12 TIENDA ZONA 12","03207","MARCO VENTILA PROYECT. 3831 ML","21",1,119.64,119.64,"BR","mar\."
"512",2018-10-16,"Z12 TIENDA ZONA 12","03368","ADAPTADOR 2 RIEL VC-2000","19",10,455.36,45.536,"BR","mar\."
"513",2018-10-16,"Z12 TIENDA ZONA 12","04007","ZARANDA LIVIANA","21",2,60.71,30.355,"NE","mar\."
"514",2018-10-16,"Z12 TIENDA ZONA 12","04204","BATIENTE PROYECT. 3831 ML REDONDO","21",21,980.43,46.6871428571429,"NE","mar\."
"515",2018-10-16,"Z12 TIENDA ZONA 12","04206","MARCO FIJO PROY. 3831 ML","19",4,298.61,74.6525,"NE","mar\."
"516",2018-10-16,"Z12 TIENDA ZONA 12","04206","MARCO FIJO PROY. 3831 ML","21",17,1450,85.2941176470588,"NE","mar\."
"517",2018-10-16,"Z12 TIENDA ZONA 12","04328","JAMBA INTERMEDIA CORREDIZA","21",1,189.64,189.64,"NE","mar\."
"518",2018-10-16,"Z12 TIENDA ZONA 12","04505","CANAL U 1/2 x 1/2 x 0.045","21",1,25.89,25.89,"NE","mar\."
"519",2018-10-16,"Z12 TIENDA ZONA 12","04329","SILLAR HOJA CORREDIZA","21",1,181.88,181.88,"NE","mar\."
"520",2018-10-16,"Z12 TIENDA ZONA 12","04330","JAMBA HOJA CORREDIZA","21",1,196.34,196.34,"NE","mar\."
"521",2018-10-16,"Z12 TIENDA ZONA 12","04373","GUIA CEDAZO VC-2000","21",1,75.89,75.89,"NE","mar\."
"522",2018-10-16,"Z12 TIENDA ZONA 12","06189","FIJO CON VENA LIVIANO","21",1,87.86,87.86,"BL","mar\."
"523",2018-10-16,"Z12 TIENDA ZONA 12","06191","FIJO SIN VENA LIVIANO","21",2,143.57,71.785,"BL","mar\."
"524",2018-10-16,"Z12 TIENDA ZONA 12","06195","BATIENTE LIVIANO NT","21",2,92.68,46.34,"BL","mar\."
"525",2018-10-16,"Z12 TIENDA ZONA 12","06336","RIEL INFERIOR POCKET CORREDIZA","21",1,114.82,114.82,"BL","mar\."
"526",2018-10-16,"Z12 TIENDA ZONA 12","06366","JAMBA HOJA VC-2000","21",6,586.61,97.7683333333333,"BL","mar\."
"527",2018-10-16,"Z12 TIENDA ZONA 12","06421","TUBO 1-3/4 x 1 x 0.046","21",1,113.84,113.84,"BL","mar\."
"528",2018-10-16,"Z12 TIENDA ZONA 12","06422","TUBO 1-3/4 x 1-3/4 x 0.046","21",1,142.41,142.41,"BL","mar\."
"529",2018-10-16,"Z12 TIENDA ZONA 12","06505","CANAL U 1/2 x 1/2 x 0.045","21",50,1437.5,28.75,"BL","mar\."
"530",2018-10-16,"Z12 TIENDA ZONA 12","07008","ZARANDA ESTANDAR","21",2,163.39,81.695,"MRT","mar\."
"531",2018-10-16,"Z12 TIENDA ZONA 12","11022-14","ESCUADRA DE BLOQUEO 22X14MM","01",16,141.43,8.839375,NA,"mar\."
"532",2018-10-16,"Z12 TIENDA ZONA 12","12-1410-17","CIERRE DE PRESION NEGRO S/1400/6000/EP50","01",25,946.43,37.8572,NA,"mar\."
"533",2018-10-16,"Z12 TIENDA ZONA 12","12-EP404-04","EMPAQUE ESTRIADO NEGRO PROYECTABLES","01",50,66.96,1.3392,NA,"mar\."
"534",2018-10-16,"Z12 TIENDA ZONA 12","66-53","PARES BISAGRA PROYECTABLE SS 12","01",1,41.96,41.96,NA,"mar\."
"535",2018-10-17,"Z12 TIENDA ZONA 12","02190","FIJO CON VENA NT","21",5,382.14,76.428,"AN","mié\."
"536",2018-10-17,"Z12 TIENDA ZONA 12","02195","BATIENTE LIVIANO NT","21",5,238.39,47.678,"AN","mié\."
"537",2018-10-17,"Z12 TIENDA ZONA 12","02055","UNION  PLANA NT","10.5",6,127.5,21.25,"AN","mié\."
"538",2018-10-17,"Z12 TIENDA ZONA 12","02136","FIJO PW","21",1,76.61,76.61,"AN","mié\."
"539",2018-10-17,"Z12 TIENDA ZONA 12","02338","RIEL SUPERIOR BA<d1>O ESTANDAR","21",1,370.89,370.89,"AN","mié\."
"540",2018-10-17,"Z12 TIENDA ZONA 12","02339","RIEL INFERIOR BA<d1>O ESTANDAR","21",1,133.57,133.57,"AN","mié\."
"541",2018-10-17,"Z12 TIENDA ZONA 12","02204","BATIENTE PROY. 3831 ML  REDONDO","21",2,80.36,40.18,"AN","mié\."
"542",2018-10-17,"Z12 TIENDA ZONA 12","02206","MARCO FIJO PROYECT. 3831 ML","21",2,148.21,74.105,"AN","mié\."
"543",2018-10-17,"Z12 TIENDA ZONA 12","02344","SILLAR HOJA BA<d1>O CORREDIZA","21",1,107.77,107.77,"AN","mié\."
"544",2018-10-17,"Z12 TIENDA ZONA 12","02345","CABEZAL HOJA BA<d1>O CORREDIZA","21",1,120.09,120.09,"AN","mié\."
"545",2018-10-17,"Z12 TIENDA ZONA 12","02340","JAMBA MARCO BA<d1>O ESTANDAR","21",1,117.32,117.32,"AN","mié\."
"546",2018-10-17,"Z12 TIENDA ZONA 12","02343","JAMBA HOJA BA<d1>O ESTANDAR","21",4,418.21,104.5525,"AN","mié\."
"547",2018-10-17,"Z12 TIENDA ZONA 12","02387","JAMBA INTERMEDIA VC 3000","21",1,168.66,168.66,"AN","mié\."
"548",2018-10-17,"Z12 TIENDA ZONA 12","02389","SILLAR HOJA VC-3000","21",1,134.29,134.29,"AN","mié\."
"549",2018-10-17,"Z12 TIENDA ZONA 12","02376","JAMBA HOJA VC 3000","21",1,131.07,131.07,"AN","mié\."
"550",2018-10-17,"Z12 TIENDA ZONA 12","02378","ADAPTADOR 2DO RIEL VC 3000","21",1,39.2,39.2,"AN","mié\."
"551",2018-10-17,"Z12 TIENDA ZONA 12","02428","BATIENTE PARA TUBO TRI ANGULAR","21",1,28.13,28.13,"AN","mié\."
"552",2018-10-17,"Z12 TIENDA ZONA 12","02429","TUBO 1-3/4 x 1-3/4  C/1 PEST","21",1,222.86,222.86,"AN","mié\."
"553",2018-10-17,"Z12 TIENDA ZONA 12","02421","TUBO 1-3/4 x 1 x 0.046","21",3,286.7,95.5666666666667,"AN","mié\."
"554",2018-10-17,"Z12 TIENDA ZONA 12","02422","TUBO 1-3/4 x 1-3/4 x 0.046","21",2,248.21,124.105,"AN","mié\."
"555",2018-10-17,"Z12 TIENDA ZONA 12","02505","CANAL U 1/2 x 1/2 x 0.045","21",4,89.29,22.3225,"AN","mié\."
"556",2018-10-17,"Z12 TIENDA ZONA 12","02517","ANGULAR 1/2 x 3/8 x 1/16","21",1,19.64,19.64,"AN","mié\."
"557",2018-10-17,"Z12 TIENDA ZONA 12","03055","UNION PLANA NT","21",2,95.54,47.77,"BR","mié\."
"558",2018-10-17,"Z12 TIENDA ZONA 12","03190","FIJO CON VENA NT","21",4,328.93,82.2325,"BR","mié\."
"559",2018-10-17,"Z12 TIENDA ZONA 12","03206","MARCO FIJO PROYECT. 3831 ML","21",2,166.07,83.035,"BR","mié\."
"560",2018-10-17,"Z12 TIENDA ZONA 12","033536","CEDAZO CORREDISO S/3600","20",9,679.82,75.5355555555556,"BR","mié\."
"561",2018-10-17,"Z12 TIENDA ZONA 12","03195","BATIENTE LIVIANO NT","21",4,183.57,45.8925,"BR","mié\."
"562",2018-10-17,"Z12 TIENDA ZONA 12","03204","BATIENTE PROYECT. 3831 ML REDONDO","21",2,92.86,46.43,"BR","mié\."
"563",2018-10-17,"Z12 TIENDA ZONA 12","04377","RS/CONTRAMARCO VC 3000","21",1,176.79,176.79,"NE","mié\."
"564",2018-10-17,"Z12 TIENDA ZONA 12","04387","JAMBA INTERMEDIA VC 3000","21",1,197.41,197.41,"NE","mié\."
"565",2018-10-17,"Z12 TIENDA ZONA 12","06396","RETICULA NT","21",1,22.32,22.32,"BL","mié\."
"566",2018-10-17,"Z12 TIENDA ZONA 12","06505","CANAL U 1/2 x 1/2 x 0.045","21",50,1370.54,27.4108,"BL","mié\."
"567",2018-10-17,"Z12 TIENDA ZONA 12","12-1311-0","ESCUADRA HOJA MARCO 40X18 S/1400","01",1,6.7,6.7,NA,"mié\."
"568",2018-10-17,"Z12 TIENDA ZONA 12","12-62-56","CIERRE EMBUTIDO AUTOMATICO NEGRO","01",2,26.79,13.395,NA,"mié\."
"569",2018-10-18,"Z12 TIENDA ZONA 12","01502","ANGULAR 2 x 2 x 1/8","21",3,533.04,177.68,"MF","jue\."
"570",2018-10-18,"Z12 TIENDA ZONA 12","02008","ZARANDA ESTANDAR","21",2,68.04,34.02,"AN","jue\."
"571",2018-10-18,"Z12 TIENDA ZONA 12","02036","SILLAR DE CELOSIA NT","21",1,80.36,80.36,"AN","jue\."
"572",2018-10-18,"Z12 TIENDA ZONA 12","021400","PILASTRA LISA VENTANA","20",10,1741.07,174.107,"AN","jue\."
"573",2018-10-18,"Z12 TIENDA ZONA 12","021407","CERCO LISO DE PUERTA S/1400","20",20,3891.07,194.5535,"AN","jue\."
"574",2018-10-18,"Z12 TIENDA ZONA 12","02038","CABEZAL DE CELOSIA NT","21",1,87.5,87.5,"AN","jue\."
"575",2018-10-18,"Z12 TIENDA ZONA 12","02136","FIJO PW","21",3,219.64,73.2133333333333,"AN","jue\."
"576",2018-10-18,"Z12 TIENDA ZONA 12","02007","ZARANDA LIVIANA","21",4,102.14,25.535,"AN","jue\."
"577",2018-10-18,"Z12 TIENDA ZONA 12","02208","TEE PROYECTANTE 3831 ML","21",3,378.04,126.013333333333,"AN","jue\."
"578",2018-10-18,"Z12 TIENDA ZONA 12","02354","RIEL SUPERIOR MOSTRADOR NT","21",2,80.71,40.355,"AN","jue\."
